"customerkey","total","cohort_year","customer_group","m_1","m_3","m_6","m_12"
290217,1230.0275699999997,"2022","Medium Value","0","0","0","0"
290265,69.80171724,"2022","Low Value","0","0","0","0"
290307,1805.48765,"2023","Medium Value","0","0","0","0"
290336,4374.01678192,"2021","High Value","0","0","0","1"
290343,1172.7118732000001,"2022","Medium Value","0","1","0","0"
290514,181.99133567999996,"2020","Low Value","0","0","0","0"
290532,3988.9431061920004,"2022","High Value","0","0","0","0"
290583,3330.1050666720002,"2021","Medium Value","0","0","0","1"
290738,73.09644132,"2020","Low Value","0","0","0","0"
290808,38.808576156,"2023","Low Value","0","0","0","0"
290854,2735.8497042,"2022","Medium Value","0","0","0","0"
290869,1885.8581134,"2022","Medium Value","0","0","0","0"
290886,3756.0877507799996,"2021","Medium Value","0","0","0","0"
291062,20579.434516188,"2023","High Value","0","0","0","0"
291082,2094.5146622400002,"2021","Medium Value","0","0","0","0"
291227,344.6557023336,"2021","Low Value","0","0","0","0"
291273,3742.9586225000003,"2020","High Value","0","0","0","0"
291334,916.8817399999999,"2023","Medium Value","0","0","0","0"
291488,15.96979395,"2021","Low Value","0","0","0","0"
291743,522.0402,"2023","Medium Value","0","0","0","0"
291773,1715.67552,"2022","Medium Value","0","0","0","0"
291856,2656.684866948,"2022","Medium Value","0","0","0","0"
291904,3906.969514744,"2020","High Value","0","0","0","0"
291940,1817.336510625,"2024","Medium Value","0","0","0","0"
292003,5687.22233608,"2022","High Value","0","0","0","0"
292093,4220.8575120000005,"2022","High Value","0","0","0","0"
292107,2416.9263680832,"2021","Medium Value","0","0","0","0"
292136,1405.6080896,"2023","Medium Value","0","0","0","0"
292300,3468.0735221440004,"2021","Medium Value","0","0","0","0"
292372,9828.453304627998,"2022","High Value","0","0","1","0"
292483,48.202844479999996,"2021","Low Value","0","0","0","0"
292520,1343.694390954,"2022","Medium Value","0","0","0","0"
292558,3719.07587356,"2022","Medium Value","0","0","0","0"
292731,9703.073981664,"2023","High Value","0","0","0","0"
292837,5071.2305812838,"2021","High Value","0","1","0","0"
292868,7602.6070107,"2022","High Value","0","0","0","0"
292902,6515.5690069580005,"2023","High Value","0","0","1","0"
292954,782.0861848,"2023","Medium Value","0","0","0","0"
293139,132.923446992,"2023","Low Value","0","0","0","0"
293294,825.5574532800001,"2021","Medium Value","0","0","0","0"
293407,2962.8024080160003,"2023","Medium Value","0","0","0","0"
293428,2076.20954736,"2021","Medium Value","0","0","0","0"
293472,2381.8743392102997,"2021","Medium Value","0","0","0","0"
293518,2287.567782045,"2021","Medium Value","0","0","0","0"
293537,6463.773286740001,"2021","High Value","0","0","0","0"
293583,4050.6670519,"2023","High Value","0","0","0","0"
293757,4225.65448005,"2023","High Value","0","0","0","0"
293802,6286.793376849999,"2021","High Value","0","0","0","0"
293815,5925.3418669,"2022","High Value","0","0","1","1"
293847,8364.597410847999,"2023","High Value","0","0","0","0"
293947,3247.6372105600003,"2021","Medium Value","0","0","0","0"
294134,49.27307399199999,"2022","Low Value","0","0","0","0"
294148,20.9632142016,"2020","Low Value","0","0","0","0"
294243,2075.690793844,"2020","Medium Value","0","0","0","0"
294323,1748.9584226700001,"2023","Medium Value","0","0","0","0"
294472,1108.6960308999999,"2022","Medium Value","0","0","0","0"
294629,9304.53874647,"2022","High Value","0","0","0","0"
294813,277.032108992,"2022","Low Value","0","0","0","0"
294929,7913.9512283643,"2020","High Value","0","0","0","0"
295043,14417.9547349176,"2021","High Value","0","0","0","0"
295070,721.50104,"2022","Medium Value","0","0","0","0"
295495,5055.618668000001,"2022","High Value","0","0","0","0"
295690,3291.53835136,"2022","Medium Value","0","0","0","0"
295755,139.9427211,"2022","Low Value","0","0","0","0"
295795,1587.5665560499997,"2023","Medium Value","0","0","0","0"
295869,5832.6532990959995,"2022","High Value","0","0","0","1"
295905,10108.8935385606,"2021","High Value","0","0","0","0"
295944,457.228632,"2022","Low Value","0","0","0","0"
296099,471.89289299999996,"2024","Medium Value","0","0","0","0"
296331,3686.97482996,"2023","High Value","0","0","1","0"
296371,13061.116169472,"2022","High Value","0","0","0","0"
296509,2515.7111289900004,"2023","Medium Value","0","0","0","0"
296511,2264.284841,"2023","Medium Value","0","0","0","0"
296576,1712.9183988000002,"2022","Medium Value","0","0","0","0"
296657,1295.531182144,"2023","Medium Value","0","0","0","0"
296724,27.41958468,"2023","Low Value","0","0","0","0"
296744,4462.57249774,"2021","High Value","0","0","0","0"
296785,1651.8351585599999,"2023","Medium Value","0","0","0","1"
296812,640.36479,"2022","Medium Value","0","0","0","0"
296970,5075.0827764,"2023","High Value","0","0","0","0"
297075,2340.1534236219995,"2024","Medium Value","0","0","0","0"
297389,2625.8583267,"2024","Medium Value","0","0","0","0"
297731,2264.968587,"2021","Medium Value","0","0","0","0"
297746,15.767700840000002,"2022","Low Value","0","0","0","0"
297888,14374.763338997998,"2023","High Value","0","0","0","0"
297889,1038.998525088,"2023","Medium Value","0","0","0","0"
297939,2273.9424136059997,"2023","Medium Value","0","0","0","0"
298009,1095.0456889440002,"2022","Medium Value","0","0","0","0"
298129,1475.301883951,"2022","Medium Value","0","0","0","0"
298144,400.6167858,"2023","Low Value","0","0","0","0"
298256,688.8179592,"2022","Medium Value","0","0","0","0"
298309,2550.2301756800002,"2023","Medium Value","0","0","0","0"
298495,7400.377898015,"2022","High Value","0","0","0","1"
298665,453.58888512,"2022","Low Value","0","0","0","0"
298721,297.8802169992,"2022","Low Value","0","0","0","0"
298772,3870.78688624,"2022","High Value","0","0","0","0"
298814,7906.98177792,"2023","High Value","0","0","0","0"
299000,273.1612907296,"2022","Low Value","0","0","0","0"
299025,3544.2523798199995,"2021","Medium Value","0","0","0","0"
299094,5572.8388742274,"2021","High Value","0","0","0","0"
299096,6986.413963016,"2020","High Value","0","0","1","0"
299102,2029.0122251999999,"2023","Medium Value","0","0","0","0"
299144,8022.885420422401,"2021","High Value","0","0","0","0"
299536,1863.6272927999999,"2022","Medium Value","0","0","0","0"
299549,62.5760212,"2022","Low Value","0","0","0","0"
299609,3044.11338,"2023","Medium Value","0","0","0","0"
299639,1188.32384412,"2022","Medium Value","0","0","0","0"
299677,2282.7971596668,"2020","Medium Value","0","0","0","0"
299698,7771.578822,"2020","High Value","0","0","0","0"
299790,8434.393865701999,"2021","High Value","0","0","0","1"
299896,6220.257078,"2023","High Value","1","0","0","0"
299912,2252.2604392999997,"2022","Medium Value","0","0","0","0"
300030,859.446745995,"2021","Medium Value","0","0","0","0"
300064,54.498668238,"2023","Low Value","0","0","0","0"
300083,3772.3232223000005,"2023","High Value","0","1","0","0"
300133,8744.403225600001,"2021","High Value","0","0","0","0"
300215,2840.0395473576,"2022","Medium Value","0","0","0","0"
300372,274.97671104,"2023","Low Value","0","0","0","0"
300549,3602.78745,"2024","High Value","0","0","0","0"
300575,1510.1906704019998,"2021","Medium Value","0","0","1","0"
300656,626.3630018855999,"2022","Medium Value","0","0","1","0"
300810,426.2679252,"2021","Low Value","0","0","0","0"
300863,4141.887844138,"2022","High Value","0","0","1","0"
301015,5503.6047844800005,"2022","High Value","0","0","0","0"
301147,900.5758293,"2023","Medium Value","0","0","0","0"
301180,220.86206472,"2021","Low Value","0","0","0","0"
301458,602.8917778,"2023","Medium Value","0","0","0","0"
301524,1108.8455619,"2024","Medium Value","0","0","0","0"
301546,25766.9196250928,"2022","High Value","0","0","0","0"
301657,472.16142076899996,"2022","Low Value","0","1","0","0"
301732,8.544184560000001,"2023","Low Value","0","0","0","0"
301808,495.210492,"2022","Low Value","0","0","0","0"
301822,441.5862910800001,"2021","Low Value","0","0","0","0"
301897,4077.9557086170003,"2022","High Value","0","0","0","0"
301905,2620.584407763,"2023","Medium Value","0","0","0","0"
302026,16864.41606174,"2022","High Value","1","0","0","0"
302087,10081.3502798937,"2021","High Value","0","0","0","0"
302308,4881.7938528,"2023","High Value","0","0","0","1"
302394,81.848015392,"2021","Low Value","0","0","0","0"
302404,2852.21274408,"2022","Medium Value","0","0","0","0"
302410,512.5054806900001,"2021","Low Value","0","0","0","0"
302487,15.722921340000003,"2022","Low Value","0","0","0","0"
302639,7350.621379612001,"2022","High Value","0","0","1","0"
302658,8700.856194618002,"2021","High Value","0","0","0","1"
302813,91.43138088,"2024","Low Value","0","0","0","0"
302901,1750.93120816,"2023","Medium Value","1","0","0","0"
302920,3400.8933237489,"2020","High Value","0","0","0","0"
302922,1920.67364916,"2022","Medium Value","0","0","0","0"
302947,36544.671664,"2021","High Value","0","0","1","0"
302956,400.66821360000006,"2022","Low Value","0","0","0","0"
303032,9774.7710592,"2021","High Value","0","0","0","0"
303052,2693.8574186626,"2021","Medium Value","0","0","0","0"
303147,906.6783145524,"2022","Medium Value","0","0","0","0"
303168,6671.691491400001,"2024","High Value","0","0","0","0"
303320,675.3714923,"2023","Medium Value","0","0","0","0"
303332,485.0184,"2023","Low Value","0","0","0","0"
303334,6586.613217100001,"2021","High Value","0","0","0","0"
303479,1842.268996784,"2022","Medium Value","0","0","0","0"
303501,2844.5012675999997,"2024","High Value","0","0","0","0"
303552,2261.4896304,"2023","Medium Value","0","0","0","0"
303647,1589.26792297,"2022","Medium Value","0","0","0","0"
303677,22.677614323199997,"2020","Low Value","0","0","0","0"
303766,60.5349108,"2022","Low Value","0","0","0","0"
303893,4654.63277636,"2021","High Value","0","0","0","0"
303941,10197.69818011,"2021","High Value","0","0","0","0"
303953,4579.38278748,"2022","High Value","0","0","0","0"
303971,400.055762952,"2023","Low Value","0","0","0","0"
304083,12304.068877204,"2021","High Value","0","0","0","0"
304095,11569.791563979601,"2020","High Value","0","0","0","0"
304100,5898.2247545440005,"2022","High Value","0","0","0","0"
304144,58.56041,"2022","Low Value","0","0","0","0"
304212,6186.93058002,"2022","High Value","0","0","0","0"
304226,6093.910895200001,"2022","High Value","0","0","0","0"
304233,137.4602526,"2022","Low Value","0","0","0","0"
304699,11542.583856305999,"2020","High Value","0","0","0","1"
304822,585.433233,"2023","Medium Value","0","0","0","0"
305026,8366.327315521,"2022","High Value","0","0","0","0"
305030,6961.074094326,"2022","High Value","0","1","0","0"
305164,2779.87085568,"2020","Medium Value","0","0","0","0"
305170,1746.10594494,"2021","Medium Value","0","0","0","0"
305239,755.751328087,"2021","Medium Value","0","0","0","0"
305274,3282.3898056,"2022","Medium Value","0","0","0","0"
305298,7793.954052336,"2022","High Value","0","0","0","0"
305312,6.7293765,"2020","Low Value","0","0","0","0"
305364,757.5505214599999,"2023","Medium Value","0","0","0","0"
305505,13347.3018171672,"2020","High Value","0","0","0","0"
305574,3569.7171358199994,"2022","Medium Value","0","0","0","0"
305577,5028.28400648,"2022","High Value","0","0","0","0"
305614,3181.8362364000004,"2023","Medium Value","0","0","0","0"
305796,414.42088336,"2022","Low Value","0","0","0","0"
305799,2906.1764580359995,"2020","Medium Value","0","0","0","0"
306016,5205.323939563999,"2022","High Value","0","0","0","0"
306063,321.14191,"2023","Low Value","0","0","0","0"
306124,2049.0040191000003,"2022","Medium Value","0","0","0","0"
306221,699.316968053,"2022","Medium Value","0","0","0","0"
306317,828.5614684,"2022","Medium Value","0","0","0","0"
306407,145.56168271200002,"2023","Low Value","0","0","0","0"
306413,621.397500326,"2022","Medium Value","0","0","0","0"
306431,1043.286003,"2022","Medium Value","0","0","0","0"
306484,678.058296512,"2022","Medium Value","0","0","0","0"
306594,1737.5679090000003,"2021","Medium Value","0","0","0","0"
306623,3854.6361000000006,"2023","High Value","0","0","0","0"
306805,1569.400133056,"2022","Medium Value","0","0","0","0"
306870,32.431083168,"2023","Low Value","0","0","0","0"
307257,8238.5483844,"2020","High Value","0","0","0","0"
307381,1063.0523968,"2023","Medium Value","0","0","0","0"
307453,1419.380416116,"2022","Medium Value","0","0","0","0"
307464,2643.9393915,"2023","Medium Value","0","0","0","0"
307508,3314.2171324,"2023","High Value","0","0","0","1"
307527,2576.283077382,"2020","Medium Value","0","0","0","0"
307577,10898.228783,"2020","High Value","0","0","0","0"
307847,3142.4584302749995,"2022","Medium Value","0","0","1","0"
307870,4656.80817356,"2022","High Value","0","0","0","0"
308054,4367.319973322001,"2023","High Value","0","0","0","0"
308100,7419.3674724,"2022","High Value","0","0","0","0"
308328,5106.658358965,"2021","High Value","0","0","0","1"
308527,924.0761232,"2022","Medium Value","0","0","0","0"
308533,538.235712,"2020","Medium Value","0","0","0","0"
308663,51.48957600000001,"2020","Low Value","0","0","0","0"
308793,3678.9441159,"2023","High Value","0","0","0","0"
308836,5431.9624901100005,"2022","High Value","0","0","0","0"
308892,2879.3330467200003,"2022","Medium Value","0","0","0","0"
308924,482.99635300799997,"2022","Low Value","0","0","0","0"
308957,30108.032869444,"2023","High Value","0","0","0","0"
308998,12312.670920825,"2021","High Value","0","0","1","0"
309123,6040.8450732,"2022","High Value","0","0","0","1"
309200,6230.871223110001,"2021","High Value","0","0","0","0"
309247,7722.7831823999995,"2023","High Value","0","0","0","0"
309366,2785.01253072,"2022","Medium Value","0","0","0","0"
309620,4337.2489726799995,"2022","High Value","0","0","0","0"
309684,481.77272784,"2021","Low Value","0","0","0","0"
309693,113.2353024,"2023","Low Value","0","0","0","0"
310035,577.47638124,"2022","Low Value","0","0","0","0"
310073,123.125496012,"2020","Low Value","0","0","0","0"
310086,4248.5017545,"2022","High Value","0","0","0","0"
310112,1429.1172650538,"2020","Medium Value","0","0","0","0"
310131,2073.9616956,"2023","Medium Value","0","0","0","0"
310168,20.211072936,"2023","Low Value","0","0","0","0"
310196,2501.254348338,"2023","Medium Value","0","0","0","0"
310209,22.41577923,"2021","Low Value","0","0","0","0"
310242,415.00045574999996,"2021","Low Value","0","0","0","0"
310283,2718.59870304,"2021","Medium Value","0","0","0","0"
310299,135.3921667,"2022","Low Value","0","0","0","0"
310311,2853.5533369679997,"2023","Medium Value","0","0","0","1"
310328,2974.0855976000003,"2023","Medium Value","0","0","0","0"
310410,206.204538648,"2023","Low Value","0","0","0","0"
310458,229.916585088,"2022","Low Value","0","0","0","0"
310474,7072.762254012,"2023","High Value","0","0","0","0"
310491,2947.085734,"2020","Medium Value","0","0","0","0"
310546,4411.1391284,"2023","High Value","0","0","1","1"
310581,308.28345448799996,"2022","Low Value","0","0","0","0"
310631,2593.993558026,"2023","Medium Value","0","0","0","0"
310657,7798.496581199999,"2022","High Value","0","0","0","1"
310722,732.241755,"2020","Medium Value","0","0","0","0"
310978,4560.54338727,"2022","High Value","0","0","0","0"
311083,4475.26922,"2022","High Value","0","0","0","0"
311208,2111.386476536,"2023","Medium Value","0","0","1","0"
311239,2814.3204336,"2024","High Value","0","0","0","0"
311337,535.6134,"2022","Low Value","0","0","0","0"
311423,13077.0665195,"2022","High Value","0","0","0","1"
311475,8014.8588999,"2022","High Value","1","0","0","0"
311537,2985.4979280000002,"2023","Medium Value","0","0","0","0"
311549,1260.38952,"2023","Medium Value","0","0","0","0"
311625,28143.732352736,"2023","High Value","0","0","0","0"
311676,4154.300949288001,"2022","High Value","0","0","0","0"
311839,1504.205169,"2023","Medium Value","0","0","0","0"
311861,12321.95942052,"2022","High Value","0","0","1","0"
312051,36334.6070067671,"2021","High Value","0","0","0","0"
312064,1719.3290128,"2022","Medium Value","0","0","1","0"
312122,5450.0920612,"2022","High Value","0","0","1","0"
312207,344.1524011848,"2021","Low Value","0","0","0","0"
312302,3893.3277440579996,"2020","High Value","0","0","0","0"
312425,1819.132,"2022","Medium Value","0","0","0","0"
312444,1056.6745591895,"2020","Medium Value","0","0","0","0"
312495,16102.795893241,"2022","High Value","0","0","0","1"
312613,34.643554380000005,"2021","Low Value","0","0","0","0"
312687,7763.110034415498,"2021","High Value","0","0","0","1"
312709,5492.657043135,"2022","High Value","0","0","0","0"
312715,2514.0580886400003,"2021","Medium Value","0","0","0","0"
312811,5044.538,"2023","High Value","0","0","0","0"
312905,34.0951524,"2023","Low Value","0","0","0","0"
312953,19111.257611999998,"2020","High Value","0","0","0","0"
313124,4199.9486248116,"2021","High Value","0","0","1","0"
313144,1982.863863,"2022","Medium Value","1","0","0","0"
313169,670.8840712856,"2022","Medium Value","0","0","0","0"
313183,1560.8380355532,"2020","Medium Value","0","0","0","0"
313577,990.4852720800001,"2021","Medium Value","0","0","0","0"
313688,395.8854522,"2022","Low Value","0","0","0","0"
313745,2784.419116944,"2023","Medium Value","0","0","0","0"
313840,2202.8568882000004,"2023","Medium Value","0","0","0","0"
313871,4492.329970300001,"2022","High Value","0","0","0","1"
313943,3225.565935,"2022","Medium Value","0","0","0","0"
314071,960.7474096399999,"2024","Medium Value","0","0","0","0"
314093,1983.3055649338,"2020","Medium Value","0","0","0","0"
314134,6002.444000926401,"2021","High Value","0","0","0","0"
314194,3126.3277396959998,"2022","Medium Value","0","0","0","0"
314202,976.2563242691999,"2021","Medium Value","0","0","0","0"
314223,1623.87727335,"2022","Medium Value","0","0","0","0"
314238,16192.981832469599,"2022","High Value","0","0","1","0"
314275,435.57394973399994,"2022","Low Value","0","0","0","0"
314351,4565.219244514,"2022","High Value","0","0","0","1"
314419,1899.95984352,"2022","Medium Value","0","0","0","0"
314467,96.43381104000001,"2020","Low Value","0","0","0","0"
314509,402.3750050706,"2022","Low Value","1","0","0","0"
314511,21.30936984,"2020","Low Value","0","0","0","0"
314641,680.82220512,"2022","Medium Value","0","0","0","0"
314663,2546.5887197099996,"2021","Medium Value","0","0","0","1"
314680,7907.47839066,"2020","High Value","0","0","0","0"
314709,6937.2285374904,"2022","High Value","0","0","1","0"
314818,4632.3445665,"2021","High Value","0","0","0","0"
314835,664.997180272,"2024","Medium Value","0","0","0","0"
314865,12270.748976322,"2022","High Value","0","1","0","1"
314914,1982.6268549299998,"2021","Medium Value","0","0","0","0"
314966,421.86355991989996,"2022","Low Value","0","0","0","0"
314998,1729.5539076194,"2021","Medium Value","0","0","0","0"
315172,19385.624069579997,"2021","High Value","0","0","0","0"
315216,1789.4647680000003,"2020","Medium Value","0","0","0","0"
315241,15488.930958138004,"2023","High Value","0","0","0","0"
315293,249.00876,"2023","Low Value","0","0","0","0"
315331,2219.9907745030005,"2022","Medium Value","0","0","0","1"
315610,2142.57596,"2022","Medium Value","0","0","0","0"
315677,3644.139450972,"2023","High Value","1","0","0","0"
315678,31.52220192,"2021","Low Value","0","0","0","0"
315710,35.640481828,"2024","Low Value","0","0","0","0"
315775,9189.541747280002,"2022","High Value","1","0","0","0"
315901,1323.1914003000002,"2022","Medium Value","0","0","0","0"
315918,431.446842681,"2021","Low Value","0","0","0","0"
316000,2681.6133204,"2022","Medium Value","0","0","0","0"
316035,7827.26352404,"2021","High Value","0","0","0","0"
316055,6747.553993305999,"2022","High Value","0","0","0","0"
316082,2922.299517426,"2022","Medium Value","0","0","0","1"
316153,2064.3302529439998,"2022","Medium Value","0","0","0","0"
316309,224.28297927,"2023","Low Value","0","0","0","0"
316317,1912.847345835,"2022","Medium Value","0","0","0","1"
316376,6394.904240378,"2023","High Value","0","1","0","0"
316506,16512.946437900002,"2021","High Value","0","0","0","0"
316511,5466.1087675425,"2022","High Value","0","0","0","0"
316522,663.79987401,"2022","Medium Value","0","0","0","0"
316589,2425.67988,"2020","Medium Value","0","0","0","0"
316625,1267.380972,"2020","Medium Value","0","0","0","0"
316629,9473.584291739999,"2023","High Value","0","0","1","1"
316669,14026.7597724,"2024","High Value","0","0","0","0"
316725,1477.81043,"2023","Medium Value","0","0","0","0"
316844,2297.9060984459998,"2023","Medium Value","0","0","0","0"
317012,636.8395491360001,"2023","Medium Value","0","0","0","0"
317095,7815.92163235,"2022","High Value","0","0","0","0"
317199,3305.5074111905997,"2021","Medium Value","0","0","0","0"
317237,1646.45773875,"2023","Medium Value","0","0","0","0"
317258,2347.9811256000003,"2023","Medium Value","0","0","0","0"
317346,561.07478448,"2022","Low Value","0","0","0","0"
317434,238.45608147899998,"2022","Low Value","0","0","0","0"
317622,653.72235768,"2021","Medium Value","0","0","0","0"
317685,1254.379502364,"2023","Medium Value","0","0","0","1"
317687,1855.197298908,"2023","Medium Value","0","0","0","0"
317753,740.5502651300001,"2020","Medium Value","0","0","0","0"
317833,1384.6441155000005,"2021","Medium Value","0","1","0","0"
317867,1328.0127945144,"2022","Medium Value","0","0","0","0"
318005,2023.0401475600002,"2022","Medium Value","0","0","0","0"
318017,166.15645839360002,"2022","Low Value","0","0","0","0"
318092,11729.568463553001,"2022","High Value","0","0","0","1"
318167,3761.6292924,"2022","Medium Value","0","0","0","0"
318170,693.562597,"2023","Medium Value","0","0","0","0"
318291,1533.646601505,"2022","Medium Value","0","0","0","0"
318378,1397.9329,"2023","Medium Value","0","0","0","0"
318493,2033.8488299999997,"2022","Medium Value","0","0","0","0"
318669,313.272576,"2023","Low Value","0","0","0","0"
318739,1184.8455045179999,"2024","Medium Value","0","0","0","0"
318742,12822.652624999999,"2024","High Value","0","0","0","0"
318781,1756.54044,"2021","Medium Value","0","0","0","0"
318782,7215.1734486000005,"2023","High Value","0","0","0","0"
318988,1233.3205672884,"2021","Medium Value","0","0","0","0"
319057,1096.5927673584001,"2020","Medium Value","0","0","0","0"
319087,3213.0073979999993,"2021","Medium Value","0","0","0","0"
319276,1711.5439229219999,"2023","Medium Value","0","0","0","0"
319315,1417.7891839119,"2022","Medium Value","0","0","0","0"
319528,4763.436227901,"2023","High Value","0","0","0","0"
319638,2125.1572799328,"2022","Medium Value","0","0","0","0"
319649,296.18710000000004,"2022","Low Value","0","0","0","0"
319670,410.37048000000004,"2022","Low Value","0","0","0","0"
319864,852.4336520000002,"2022","Medium Value","0","0","0","0"
319908,525.9112180000001,"2020","Medium Value","0","0","0","0"
320010,1350.17587901,"2023","Medium Value","0","0","0","0"
320042,5088.8321347500005,"2022","High Value","0","0","0","0"
320299,1800.49950036,"2022","Medium Value","0","0","0","0"
320321,287.2244787,"2023","Low Value","0","0","0","0"
320326,363.68959461599997,"2023","Low Value","0","0","0","0"
320327,8049.686036369999,"2021","High Value","0","0","0","0"
320553,4687.1711405999995,"2022","High Value","0","0","0","0"
320691,2040.1923480000003,"2022","Medium Value","0","0","0","0"
320751,6931.970784115199,"2022","High Value","0","0","0","0"
320849,449.50912578,"2022","Low Value","0","0","0","0"
320873,1366.341152014,"2023","Medium Value","0","0","1","0"
320874,2011.5229979999997,"2022","Medium Value","0","0","0","0"
320894,1617.3315506600002,"2020","Medium Value","0","0","0","0"
320990,385.2879075189,"2020","Low Value","0","0","0","0"
321076,1417.942822725,"2021","Medium Value","0","0","0","1"
321102,7563.929828898,"2022","High Value","0","0","0","1"
321285,13797.325745770002,"2023","High Value","0","0","0","1"
321392,1531.9649743999998,"2020","Medium Value","0","0","0","0"
321403,6997.0750061792,"2022","High Value","0","0","1","0"
321674,654.04134216,"2023","Medium Value","0","0","0","0"
321772,470.25786891999996,"2021","Low Value","0","0","0","0"
321805,429.22691548,"2021","Low Value","0","0","0","0"
322073,5678.7976877184,"2022","High Value","0","0","0","0"
322099,1640.72459628,"2023","Medium Value","0","0","0","0"
322149,9156.932865155,"2022","High Value","0","1","1","0"
322191,6235.4009782028,"2022","High Value","0","0","0","1"
322467,2328.3824255652,"2020","Medium Value","0","0","0","0"
322579,4278.66609411,"2023","High Value","0","0","0","0"
322597,7165.344591829999,"2022","High Value","0","0","0","0"
322643,2764.78919616,"2021","Medium Value","0","0","0","0"
322753,787.392733245,"2022","Medium Value","0","1","0","0"
322963,1192.4563716700002,"2023","Medium Value","0","0","0","0"
322996,354.02200848,"2023","Low Value","0","0","0","0"
323032,18332.09972748,"2020","High Value","0","0","0","0"
323091,3316.348582877,"2020","High Value","0","0","1","0"
323127,1243.844415,"2021","Medium Value","0","0","0","0"
323211,682.32844,"2023","Medium Value","0","0","0","0"
323277,3362.312718,"2022","Medium Value","0","0","0","0"
323332,1424.8239096,"2023","Medium Value","0","0","0","0"
323380,1421.4652688499998,"2022","Medium Value","0","0","0","0"
323452,1178.09015808,"2021","Medium Value","0","1","0","0"
323595,353.7385268859,"2022","Low Value","0","0","0","0"
323663,821.8134382500001,"2021","Medium Value","0","0","0","0"
323680,414.6891316912,"2021","Low Value","0","0","1","0"
323725,7470.2996533478,"2021","High Value","0","0","0","1"
323861,4447.88659056,"2023","High Value","0","0","0","0"
323958,1367.4509055980002,"2022","Medium Value","0","0","0","1"
324061,4206.6579022999995,"2022","High Value","0","0","0","0"
324080,516.5800292900001,"2023","Medium Value","0","0","0","0"
324104,5096.3595946000005,"2023","High Value","0","0","0","0"
324160,9433.7299884,"2023","High Value","0","0","0","0"
324254,6499.93277361,"2022","High Value","0","0","1","0"
324272,2205.150008256,"2021","Medium Value","0","0","0","0"
324276,142.55696386295,"2020","Low Value","0","0","0","0"
324341,69.02463852,"2021","Low Value","0","0","0","0"
324352,2723.60711364,"2022","Medium Value","0","0","0","0"
324380,5196.185524500001,"2021","High Value","0","0","0","0"
324448,10157.979302175001,"2023","High Value","0","0","0","1"
324544,5355.1228154175005,"2021","High Value","0","0","0","0"
324588,539.91786141,"2021","Low Value","0","0","0","0"
324889,10352.84727948,"2023","High Value","0","0","0","1"
324910,109.19501640629998,"2020","Low Value","0","0","0","0"
324944,5699.708016352,"2023","High Value","0","0","0","1"
325033,2723.5434486000004,"2023","Medium Value","0","0","1","0"
325119,2984.53867488,"2020","Medium Value","0","0","0","1"
325241,416.375514285,"2024","Low Value","0","0","0","0"
325260,7966.83681828,"2021","High Value","0","0","0","1"
325294,1664.7755700799999,"2022","Medium Value","0","0","0","1"
325350,275.764768512,"2022","Low Value","0","0","0","0"
325399,372.07978829999996,"2024","Low Value","0","0","0","0"
325420,566.3216,"2023","Medium Value","0","0","0","0"
325509,312.029476,"2023","Low Value","0","0","0","0"
325587,2530.2554424693,"2021","Medium Value","0","0","0","0"
325738,5735.0297581707,"2021","High Value","0","0","0","0"
325750,335.28411693,"2024","Low Value","0","0","0","0"
325793,698.1240061224,"2021","Medium Value","0","0","0","0"
325800,1206.64856466,"2023","Medium Value","0","0","0","0"
325907,483.662634,"2022","Low Value","0","0","0","0"
325937,777.4155565884,"2022","Medium Value","0","0","0","0"
326124,2847.9894624,"2022","Medium Value","0","0","0","0"
326214,727.187566,"2023","Medium Value","0","0","0","0"
326244,4689.023157594,"2021","High Value","0","0","0","0"
326287,2667.9239998652,"2021","Medium Value","0","0","0","0"
326298,3877.1258018706,"2021","Medium Value","0","0","0","0"
326503,7326.270536161001,"2022","High Value","1","0","0","0"
326511,8020.225571639001,"2023","High Value","0","0","0","1"
326555,630.069379632,"2022","Medium Value","0","0","0","0"
326664,5610.3978926295995,"2020","High Value","0","0","0","0"
326701,5588.31508675,"2022","High Value","0","0","0","0"
326747,1878.1239706360002,"2022","Medium Value","0","0","0","1"
326768,2704.773113,"2022","Medium Value","0","0","0","0"
326868,281.259657549,"2022","Low Value","0","0","0","0"
326886,656.894848944,"2024","Medium Value","0","0","0","0"
327044,2118.5037899999998,"2022","Medium Value","0","0","0","0"
327184,17887.120435943198,"2021","High Value","0","0","0","0"
327228,335.38004099999995,"2022","Low Value","0","0","0","0"
327258,680.6622744,"2022","Medium Value","0","0","0","0"
327326,5060.073625200001,"2022","High Value","0","0","0","0"
327336,492.62441084999995,"2021","Low Value","0","0","0","0"
327430,17520.19368352,"2022","High Value","1","0","0","0"
327544,777.1653604,"2023","Medium Value","0","0","0","0"
327678,2858.7447563004,"2021","Medium Value","0","0","0","0"
327717,4304.22525696,"2021","High Value","0","0","0","0"
327735,66.65709105,"2024","Low Value","0","0","0","0"
328025,295.2439059168,"2021","Low Value","0","0","0","0"
328151,3701.5757700000004,"2023","High Value","0","0","0","0"
328207,12040.050206623999,"2023","High Value","0","0","0","0"
328262,2637.236348292,"2023","Medium Value","0","0","0","0"
328472,2941.9516327320002,"2023","Medium Value","0","0","0","0"
328591,1816.35430888,"2023","Medium Value","0","0","0","0"
