;customerkey;cohort_year;month;retirned_customer
10988;970034;2021;Month 1;0
10989;970142;2020;Month 1;0
10990;970175;2021;Month 1;0
10991;970421;2023;Month 1;1
10992;970655;2022;Month 1;0
10993;970975;2023;Month 1;0
10994;970994;2022;Month 1;0
10995;971045;2023;Month 1;0
10996;971088;2024;Month 1;0
10997;971106;2023;Month 1;0
10998;971114;2022;Month 1;0
10999;971309;2020;Month 1;0
11000;971412;2021;Month 1;0
11001;971502;2021;Month 1;0
11002;971611;2022;Month 1;0
11003;971798;2023;Month 1;0
11004;971867;2023;Month 1;0
11005;972043;2020;Month 1;0
11006;972141;2020;Month 1;0
11007;972222;2022;Month 1;0
11008;972380;2022;Month 1;0
11009;972484;2021;Month 1;0
11010;972541;2023;Month 1;0
11011;972620;2022;Month 1;0
11012;972629;2022;Month 1;0
11013;972697;2022;Month 1;0
11014;972724;2023;Month 1;0
11015;972838;2020;Month 1;0
11016;973052;2022;Month 1;1
11017;973298;2021;Month 1;0
11018;973329;2022;Month 1;0
11019;973376;2020;Month 1;0
11020;973450;2022;Month 1;0
11021;973457;2023;Month 1;0
11022;973523;2023;Month 1;0
11023;973660;2021;Month 1;0
11024;974079;2023;Month 1;0
11025;974194;2023;Month 1;0
11026;974239;2022;Month 1;0
11027;974349;2020;Month 1;0
11028;974913;2021;Month 1;0
11029;975084;2023;Month 1;0
11030;975413;2023;Month 1;0
11031;975423;2023;Month 1;0
11032;975727;2022;Month 1;0
11033;975985;2023;Month 1;0
11034;976017;2022;Month 1;0
11035;976085;2020;Month 1;0
11036;976195;2022;Month 1;0
11037;976207;2023;Month 1;0
11038;976272;2023;Month 1;0
11039;976396;2023;Month 1;0
11040;976435;2022;Month 1;0
11041;976527;2024;Month 1;0
11042;976795;2022;Month 1;0
11043;976863;2020;Month 1;0
11044;976986;2023;Month 1;0
11045;977087;2022;Month 1;0
11046;977100;2021;Month 1;0
11047;977264;2024;Month 1;0
11048;977299;2021;Month 1;0
11049;977572;2023;Month 1;0
11050;977577;2023;Month 1;0
11051;977676;2021;Month 1;0
11052;977850;2023;Month 1;0
11053;978297;2023;Month 1;0
11054;978580;2022;Month 1;0
11055;978693;2020;Month 1;0
11056;978723;2021;Month 1;0
11057;978998;2023;Month 1;1
11058;979079;2021;Month 1;0
11059;979133;2022;Month 1;0
11060;979605;2021;Month 1;0
11061;979956;2021;Month 1;0
11062;980001;2023;Month 1;0
11063;980122;2024;Month 1;0
11064;980350;2021;Month 1;0
11065;980409;2022;Month 1;0
11066;980422;2023;Month 1;0
11067;980617;2023;Month 1;0
11068;980655;2022;Month 1;0
11069;980770;2020;Month 1;0
11070;980775;2021;Month 1;0
11071;980807;2023;Month 1;0
11072;980818;2024;Month 1;0
11073;980822;2022;Month 1;0
11074;980985;2022;Month 1;0
11075;981002;2022;Month 1;0
11076;981098;2024;Month 1;0
11077;981124;2023;Month 1;0
11078;981176;2022;Month 1;0
11079;981235;2022;Month 1;0
11080;981244;2022;Month 1;0
11081;981416;2023;Month 1;0
11082;981459;2022;Month 1;0
11083;981474;2021;Month 1;0
11084;981652;2023;Month 1;0
11085;981739;2022;Month 1;0
11086;982055;2023;Month 1;0
11087;982473;2022;Month 1;0
11088;982547;2020;Month 1;0
11089;982662;2021;Month 1;0
11090;982812;2022;Month 1;0
11091;982848;2023;Month 1;0
11092;982948;2023;Month 1;0
11093;983163;2022;Month 1;0
11094;983473;2023;Month 1;0
11095;983735;2020;Month 1;0
11096;983925;2024;Month 1;0
11097;983953;2022;Month 1;0
11098;983957;2020;Month 1;0
11099;984048;2022;Month 1;0
11100;984160;2023;Month 1;0
11101;984190;2023;Month 1;0
11102;984426;2022;Month 1;0
11103;984656;2021;Month 1;0
11104;984688;2021;Month 1;0
11105;984693;2024;Month 1;0
11106;984770;2021;Month 1;0
11107;984803;2022;Month 1;0
11108;985087;2022;Month 1;0
11109;985267;2020;Month 1;0
11110;985553;2022;Month 1;0
11111;985719;2024;Month 1;0
11112;985871;2021;Month 1;0
11113;985917;2022;Month 1;0
11114;985995;2022;Month 1;0
11115;986114;2021;Month 1;0
11116;986118;2022;Month 1;0
11117;986140;2024;Month 1;0
11118;986378;2022;Month 1;0
11119;986446;2021;Month 1;0
11120;986738;2023;Month 1;0
11121;987003;2022;Month 1;0
11122;987011;2020;Month 1;0
11123;987073;2020;Month 1;0
11124;987093;2020;Month 1;0
11125;987188;2023;Month 1;0
11126;987212;2020;Month 1;0
11127;987247;2022;Month 1;0
11128;987410;2021;Month 1;0
11129;987472;2022;Month 1;0
11130;987512;2024;Month 1;0
11131;987566;2022;Month 1;0
11132;987730;2022;Month 1;0
11133;987831;2021;Month 1;0
11134;987870;2022;Month 1;0
11135;987989;2020;Month 1;0
11136;988299;2024;Month 1;0
11137;988340;2023;Month 1;0
11138;988372;2023;Month 1;0
11139;988498;2021;Month 1;0
11140;988639;2020;Month 1;0
11141;988692;2021;Month 1;0
11142;988797;2022;Month 1;0
11143;988804;2023;Month 1;0
11144;988809;2022;Month 1;0
11145;989048;2023;Month 1;0
11146;989347;2020;Month 1;0
11147;989663;2021;Month 1;0
11148;989783;2022;Month 1;0
11149;989930;2022;Month 1;0
11150;990087;2021;Month 1;0
11151;990102;2022;Month 1;0
11152;990164;2024;Month 1;0
11153;990293;2023;Month 1;0
11154;991056;2023;Month 1;0
11155;991141;2022;Month 1;0
11156;991317;2022;Month 1;0
11157;991361;2021;Month 1;0
11158;991392;2023;Month 1;0
11159;991870;2022;Month 1;0
11160;991921;2022;Month 1;0
11161;992089;2021;Month 1;1
11162;992186;2021;Month 1;0
11163;992368;2023;Month 1;0
11164;992467;2021;Month 1;0
11165;992734;2024;Month 1;0
11166;992757;2024;Month 1;0
11167;993104;2022;Month 1;0
11168;993171;2023;Month 1;0
11169;993275;2020;Month 1;0
11170;993304;2022;Month 1;0
11171;993429;2022;Month 1;0
11172;993656;2022;Month 1;0
11173;993749;2023;Month 1;0
11174;993751;2023;Month 1;0
11175;993786;2023;Month 1;0
11176;993944;2023;Month 1;0
11177;994219;2020;Month 1;0
11178;994228;2024;Month 1;0
11179;994247;2020;Month 1;0
11180;994254;2020;Month 1;0
11181;994284;2022;Month 1;0
11182;994402;2022;Month 1;0
11183;994698;2022;Month 1;0
11184;994985;2022;Month 1;0
11185;995017;2021;Month 1;0
11186;995042;2022;Month 1;0
11187;995105;2023;Month 1;0
11188;995721;2023;Month 1;0
11189;995737;2020;Month 1;0
11190;996036;2023;Month 1;0
11191;996271;2021;Month 1;0
11192;996324;2023;Month 1;0
11193;996339;2022;Month 1;0
11194;996400;2020;Month 1;0
11195;996489;2022;Month 1;0
11196;996517;2022;Month 1;0
11197;996527;2023;Month 1;0
11198;996868;2022;Month 1;0
11199;996895;2023;Month 1;0
11200;997095;2022;Month 1;0
11201;997603;2022;Month 1;0
11202;997657;2022;Month 1;0
11203;997660;2020;Month 1;0
11204;998134;2023;Month 1;0
11205;998216;2022;Month 1;0
11206;998341;2022;Month 1;0
11207;998716;2022;Month 1;0
11208;998718;2022;Month 1;0
11209;998807;2020;Month 1;0
11210;998877;2022;Month 1;0
11211;998885;2023;Month 1;0
11212;998984;2021;Month 1;0
11213;999147;2022;Month 1;0
11214;999217;2022;Month 1;0
11215;999219;2020;Month 1;0
11216;999244;2022;Month 1;0
11217;999278;2022;Month 1;0
11218;999661;2023;Month 1;0
11219;999672;2021;Month 1;0
11220;999781;2022;Month 1;0
11221;999924;2021;Month 1;0
11222;1000102;2022;Month 1;0
11223;1000182;2022;Month 1;0
11224;1000432;2022;Month 1;0
11225;1000491;2022;Month 1;0
11226;1000629;2022;Month 1;0
11227;1000664;2021;Month 1;0
11228;1000878;2021;Month 1;0
11229;1000923;2021;Month 1;0
11230;1000928;2022;Month 1;0
11231;1000958;2020;Month 1;0
11232;1001047;2021;Month 1;0
11233;1001118;2022;Month 1;0
11234;1001235;2020;Month 1;0
11235;1001306;2021;Month 1;0
11236;1001347;2024;Month 1;0
11237;1001497;2022;Month 1;0
11238;1001535;2022;Month 1;0
11239;1001727;2021;Month 1;0
11240;1001925;2021;Month 1;0
11241;1001965;2023;Month 1;0
11242;1002182;2022;Month 1;0
11243;1002435;2023;Month 1;0
11244;1002482;2022;Month 1;0
11245;1002554;2022;Month 1;0
11246;1002638;2020;Month 1;0
11247;1002662;2022;Month 1;0
11248;1002734;2023;Month 1;0
11249;1002738;2023;Month 1;0
11250;1003047;2022;Month 1;0
11251;1003544;2021;Month 1;0
11252;1003565;2022;Month 1;0
11253;1003724;2020;Month 1;0
11254;1003817;2022;Month 1;0
11255;1003964;2022;Month 1;0
11256;1003983;2024;Month 1;0
11257;1004054;2023;Month 1;0
11258;1004064;2022;Month 1;0
11259;1004150;2021;Month 1;0
11260;1004306;2024;Month 1;0
11261;1004397;2022;Month 1;0
11262;1004644;2022;Month 1;0
11263;1004753;2023;Month 1;0
11264;1004934;2022;Month 1;0
11265;1004991;2022;Month 1;0
11266;1005080;2023;Month 1;0
11267;1005186;2022;Month 1;0
11268;1005190;2022;Month 1;0
11269;1005217;2023;Month 1;0
11270;1005268;2023;Month 1;0
11271;1005399;2020;Month 1;0
11272;1005477;2021;Month 1;0
11273;1005517;2022;Month 1;0
11274;1005564;2023;Month 1;0
11275;1005904;2022;Month 1;0
11276;1006133;2023;Month 1;0
11277;1006648;2020;Month 1;0
11278;1006835;2020;Month 1;0
11279;1006869;2023;Month 1;0
11280;1007250;2022;Month 1;0
11281;1007308;2022;Month 1;0
11282;1007423;2020;Month 1;0
11283;1007438;2022;Month 1;0
11284;1007603;2022;Month 1;0
11285;1008006;2022;Month 1;0
11286;1008138;2023;Month 1;0
11287;1008190;2023;Month 1;0
11288;1008301;2022;Month 1;0
11289;1008392;2023;Month 1;0
11290;1008428;2023;Month 1;0
11291;1008454;2021;Month 1;0
11292;1008476;2022;Month 1;0
11293;1008566;2023;Month 1;0
11294;1008578;2021;Month 1;0
11295;1008738;2024;Month 1;0
11296;1008893;2021;Month 1;0
11297;1008953;2021;Month 1;0
11298;1009043;2020;Month 1;0
11299;1009137;2023;Month 1;0
11300;1009144;2023;Month 1;0
11301;1009615;2020;Month 1;0
11302;1009813;2022;Month 1;0
11303;1010024;2023;Month 1;0
11304;1010046;2021;Month 1;0
11305;1010057;2023;Month 1;0
11306;1010200;2022;Month 1;0
11307;1010232;2024;Month 1;0
11308;1010243;2022;Month 1;0
11309;1010351;2022;Month 1;0
11310;1010458;2020;Month 1;0
11311;1010534;2022;Month 1;0
11312;1010557;2023;Month 1;0
11313;1010634;2023;Month 1;0
11314;1010709;2021;Month 1;0
11315;1010809;2020;Month 1;0
11316;1010935;2020;Month 1;0
11317;1011173;2022;Month 1;0
11318;1011227;2023;Month 1;0
11319;1011478;2022;Month 1;0
11320;1011537;2023;Month 1;0
11321;1011875;2021;Month 1;0
11322;1011913;2022;Month 1;0
11323;1012195;2022;Month 1;0
11324;1012310;2022;Month 1;0
11325;1012332;2023;Month 1;0
11326;1012364;2022;Month 1;0
11327;1012398;2023;Month 1;0
11328;1012470;2020;Month 1;0
11329;1012480;2022;Month 1;0
11330;1012535;2024;Month 1;0
11331;1012574;2022;Month 1;0
11332;1012802;2020;Month 1;0
11333;1012858;2023;Month 1;0
11334;1013031;2022;Month 1;0
11335;1013128;2021;Month 1;0
11336;1013230;2020;Month 1;0
11337;1013390;2024;Month 1;0
11338;1013438;2021;Month 1;0
11339;1013588;2022;Month 1;0
11340;1013605;2023;Month 1;0
11341;1013666;2020;Month 1;0
11342;1013688;2023;Month 1;0
11343;1013693;2023;Month 1;0
11344;1013790;2022;Month 1;0
11345;1014165;2022;Month 1;0
11346;1014749;2022;Month 1;0
11347;1014790;2020;Month 1;0
11348;1014855;2023;Month 1;0
11349;1014939;2023;Month 1;0
11350;1015004;2022;Month 1;0
11351;1015119;2022;Month 1;0
11352;1015217;2023;Month 1;0
11353;1015219;2023;Month 1;0
11354;1015273;2022;Month 1;0
11355;1015275;2023;Month 1;0
11356;1015449;2021;Month 1;0
11357;1015557;2022;Month 1;0
11358;1015656;2024;Month 1;0
11359;1015702;2023;Month 1;0
11360;1015746;2020;Month 1;0
11361;1016161;2022;Month 1;0
11362;1016193;2021;Month 1;0
11363;1016244;2022;Month 1;0
11364;1016348;2022;Month 1;0
11365;1016652;2024;Month 1;0
11366;1016754;2021;Month 1;0
11367;1016855;2023;Month 1;0
11368;1016893;2022;Month 1;0
11369;1017078;2023;Month 1;0
11370;1017132;2022;Month 1;0
11371;1017241;2021;Month 1;0
11372;1017279;2020;Month 1;0
11373;1017905;2023;Month 1;0
11374;1017908;2022;Month 1;0
11375;1017918;2023;Month 1;0
11376;1017953;2024;Month 1;0
11377;1018005;2021;Month 1;0
11378;1018021;2022;Month 1;0
11379;1018090;2023;Month 1;0
11380;1018298;2021;Month 1;0
11381;1018393;2023;Month 1;0
11382;1018551;2023;Month 1;0
11383;1018742;2021;Month 1;0
11384;1018783;2021;Month 1;0
11385;1018850;2023;Month 1;0
11386;1018863;2023;Month 1;0
11387;1018929;2023;Month 1;0
11388;1019237;2023;Month 1;0
11389;1019403;2023;Month 1;0
11390;1019802;2020;Month 1;0
11391;1019821;2021;Month 1;0
11392;1019843;2022;Month 1;0
11393;1019936;2022;Month 1;0
11394;1020172;2023;Month 1;0
11395;1020240;2022;Month 1;0
11396;1020251;2022;Month 1;0
11397;1020380;2021;Month 1;0
11398;1020423;2022;Month 1;0
11399;1021268;2024;Month 1;0
11400;1021509;2021;Month 1;0
11401;1021735;2024;Month 1;0
11402;1021799;2021;Month 1;0
11403;1021877;2022;Month 1;0
11404;1021937;2023;Month 1;0
11405;1022035;2020;Month 1;0
11406;1022126;2020;Month 1;0
11407;1022157;2024;Month 1;0
11408;1022176;2022;Month 1;0
11409;1022372;2020;Month 1;0
11410;1022441;2022;Month 1;0
11411;1022520;2023;Month 1;0
11412;1022739;2020;Month 1;0
11413;1022833;2020;Month 1;0
11414;1022893;2020;Month 1;0
11415;1023172;2023;Month 1;0
11416;1023243;2020;Month 1;0
11417;1023339;2023;Month 1;0
11418;1023511;2021;Month 1;0
11419;1023711;2021;Month 1;0
11420;1023733;2020;Month 1;0
11421;1023818;2022;Month 1;0
11422;1024141;2024;Month 1;0
11423;1024391;2022;Month 1;0
11424;1024507;2022;Month 1;0
11425;1024544;2023;Month 1;0
11426;1024783;2022;Month 1;0
11427;1024834;2022;Month 1;0
11428;1024907;2022;Month 1;0
11429;1025253;2021;Month 1;0
11430;1025268;2022;Month 1;0
11431;1025340;2023;Month 1;0
11432;1025469;2020;Month 1;0
11433;1025472;2022;Month 1;0
11434;1025616;2022;Month 1;0
11435;1025701;2023;Month 1;0
11436;1025992;2020;Month 1;0
11437;1026031;2021;Month 1;0
11438;1026040;2022;Month 1;0
11439;1026123;2022;Month 1;0
11440;1026204;2021;Month 1;0
11441;1026212;2023;Month 1;0
11442;1026278;2020;Month 1;0
11443;1026318;2023;Month 1;0
11444;1026393;2022;Month 1;0
11445;1026437;2023;Month 1;0
11446;1026489;2020;Month 1;0
11447;1026535;2021;Month 1;0
11448;1026619;2023;Month 1;0
11449;1026694;2023;Month 1;0
11450;1026728;2021;Month 1;0
11451;1026898;2020;Month 1;0
11452;1027040;2021;Month 1;0
11453;1027047;2023;Month 1;0
11454;1027054;2023;Month 1;0
11455;1027231;2021;Month 1;0
11456;1027257;2020;Month 1;0
11457;1027524;2021;Month 1;0
11458;1027803;2022;Month 1;0
11459;1027942;2020;Month 1;0
11460;1027972;2022;Month 1;0
11461;1028055;2023;Month 1;0
11462;1028056;2023;Month 1;1
11463;1028062;2022;Month 1;0
11464;1028246;2022;Month 1;0
11465;1028300;2022;Month 1;0
11466;1028541;2022;Month 1;0
11467;1028765;2022;Month 1;0
11468;1028920;2020;Month 1;0
11469;1028948;2022;Month 1;0
11470;1029007;2022;Month 1;0
11471;1029031;2024;Month 1;0
11472;1029111;2023;Month 1;0
11473;1029199;2022;Month 1;0
11474;1029277;2022;Month 1;0
11475;1029281;2021;Month 1;0
11476;1029550;2022;Month 1;0
11477;1029621;2023;Month 1;0
11478;1029886;2022;Month 1;0
11479;1030094;2023;Month 1;0
11480;1030159;2022;Month 1;0
11481;1030199;2023;Month 1;0
11482;1030272;2022;Month 1;0
11483;1030549;2021;Month 1;0
11484;1030632;2022;Month 1;0
11485;1030689;2021;Month 1;0
11486;1031059;2020;Month 1;0
11487;1031495;2022;Month 1;0
11488;1031708;2020;Month 1;0
11489;1031800;2022;Month 1;0
11490;1031991;2022;Month 1;0
11491;1032336;2024;Month 1;0
11492;1032426;2021;Month 1;0
11493;1032429;2023;Month 1;0
11494;1032701;2024;Month 1;0
11495;1032756;2024;Month 1;0
11496;1033050;2022;Month 1;0
11497;1033430;2023;Month 1;0
11498;1033657;2021;Month 1;0
11499;1033701;2020;Month 1;0
11500;1033959;2024;Month 1;0
11501;1033983;2024;Month 1;0
11502;1034008;2023;Month 1;0
11503;1034101;2023;Month 1;0
11504;1034241;2023;Month 1;0
11505;1034267;2022;Month 1;0
11506;1034508;2022;Month 1;0
11507;1034562;2023;Month 1;0
11508;1034684;2021;Month 1;0
11509;1034777;2022;Month 1;0
11510;1034826;2022;Month 1;0
11511;1034858;2022;Month 1;0
11512;1034913;2021;Month 1;0
11513;1034965;2022;Month 1;0
11514;1035167;2022;Month 1;0
11515;1035193;2023;Month 1;0
11516;1035249;2021;Month 1;0
11517;1035295;2022;Month 1;0
11518;1035346;2022;Month 1;0
11519;1035367;2023;Month 1;0
11520;1035649;2020;Month 1;0
11521;1035946;2023;Month 1;0
11522;1036011;2022;Month 1;0
11523;1036259;2022;Month 1;0
11524;1036337;2021;Month 1;0
11525;1036347;2021;Month 1;0
11526;1036374;2020;Month 1;0
11527;1036551;2022;Month 1;0
11528;1036597;2022;Month 1;0
11529;1036636;2022;Month 1;0
11530;1036775;2022;Month 1;0
11531;1036949;2022;Month 1;0
11532;1036969;2023;Month 1;0
11533;1037334;2023;Month 1;0
11534;1037338;2022;Month 1;0
11535;1037560;2024;Month 1;0
11536;1037597;2022;Month 1;0
11537;1037649;2023;Month 1;0
11538;1037699;2022;Month 1;0
11539;1038003;2022;Month 1;0
11540;1038080;2022;Month 1;0
11541;1038099;2022;Month 1;0
11542;1038152;2023;Month 1;0
11543;1038212;2023;Month 1;0
11544;1038628;2023;Month 1;0
11545;1038742;2020;Month 1;1
11546;1038778;2022;Month 1;0
11547;1038854;2023;Month 1;0
11548;1038965;2021;Month 1;0
11549;1039021;2022;Month 1;0
11550;1039096;2023;Month 1;0
11551;1039161;2020;Month 1;0
11552;1039169;2020;Month 1;0
11553;1039280;2022;Month 1;0
11554;1039458;2024;Month 1;0
11555;1039572;2022;Month 1;0
11556;1039621;2021;Month 1;0
11557;1040122;2022;Month 1;0
11558;1040142;2022;Month 1;0
11559;1040190;2021;Month 1;0
11560;1040260;2020;Month 1;0
11561;1040300;2022;Month 1;0
11562;1040370;2023;Month 1;0
11563;1040562;2022;Month 1;0
11564;1040598;2021;Month 1;0
11565;1040787;2022;Month 1;0
11566;1040882;2023;Month 1;0
11567;1040958;2020;Month 1;0
11568;1041068;2022;Month 1;0
11569;1041130;2023;Month 1;0
11570;1041736;2023;Month 1;0
11571;1041745;2022;Month 1;0
11572;1041908;2020;Month 1;0
11573;1042023;2022;Month 1;0
11574;1042109;2021;Month 1;0
11575;1042309;2021;Month 1;0
11576;1042338;2021;Month 1;0
11577;1042486;2022;Month 1;0
11578;1042507;2022;Month 1;0
11579;1042552;2021;Month 1;0
11580;1042802;2022;Month 1;0
11581;1043061;2023;Month 1;0
11582;1043068;2022;Month 1;0
11583;1043607;2022;Month 1;0
11584;1043768;2023;Month 1;0
11585;1043773;2021;Month 1;0
11586;1043918;2024;Month 1;0
11587;1044356;2020;Month 1;0
11588;1044605;2023;Month 1;0
11589;1044616;2022;Month 1;0
11590;1044674;2022;Month 1;0
11591;1044722;2020;Month 1;0
11592;1044944;2022;Month 1;0
11593;1045091;2022;Month 1;0
11594;1045183;2022;Month 1;0
11595;1045660;2022;Month 1;0
11596;1045896;2021;Month 1;0
11597;1045900;2023;Month 1;0
11598;1046358;2023;Month 1;0
11599;1046386;2021;Month 1;0
11600;1046450;2021;Month 1;0
11601;1046511;2021;Month 1;0
11602;1046520;2023;Month 1;0
11603;1046819;2022;Month 1;0
11604;1047471;2021;Month 1;0
11605;1047572;2022;Month 1;0
11606;1047716;2021;Month 1;0
11607;1047781;2024;Month 1;0
11608;1048031;2023;Month 1;0
11609;1048246;2020;Month 1;0
11610;1048281;2023;Month 1;0
11611;1048425;2020;Month 1;0
11612;1048585;2021;Month 1;0
11613;1048602;2020;Month 1;0
11614;1048663;2020;Month 1;0
11615;1048668;2022;Month 1;0
11616;1048696;2021;Month 1;0
11617;1048738;2022;Month 1;0
11618;1048766;2022;Month 1;0
11619;1048967;2020;Month 1;0
11620;1049656;2022;Month 1;0
11621;1049844;2023;Month 1;0
11622;1049970;2022;Month 1;0
11623;1050252;2020;Month 1;0
11624;1050314;2023;Month 1;0
11625;1050625;2024;Month 1;0
11626;1050673;2023;Month 1;0
11627;1050691;2020;Month 1;0
11628;1050699;2022;Month 1;0
11629;1050748;2021;Month 1;0
11630;1050918;2023;Month 1;0
11631;1051020;2021;Month 1;0
11632;1051270;2022;Month 1;0
11633;1051444;2022;Month 1;0
11634;1051448;2022;Month 1;0
11635;1051493;2022;Month 1;0
11636;1051719;2023;Month 1;0
11637;1051752;2023;Month 1;0
11638;1051795;2022;Month 1;0
11639;1051812;2024;Month 1;0
11640;1051827;2022;Month 1;0
11641;1051848;2021;Month 1;0
11642;1051974;2021;Month 1;0
11643;1052175;2023;Month 1;0
11644;1052320;2022;Month 1;0
11645;1052350;2023;Month 1;0
11646;1052429;2022;Month 1;0
11647;1052622;2022;Month 1;0
11648;1052948;2024;Month 1;0
11649;1052956;2022;Month 1;0
11650;1053025;2023;Month 1;0
11651;1053041;2022;Month 1;0
11652;1053043;2022;Month 1;0
11653;1053045;2020;Month 1;0
11654;1053180;2020;Month 1;0
11655;1053336;2022;Month 1;0
11656;1053398;2022;Month 1;0
11657;1053486;2021;Month 1;0
11658;1053581;2020;Month 1;0
11659;1053777;2021;Month 1;0
11660;1053922;2022;Month 1;0
11661;1053973;2021;Month 1;0
11662;1053995;2023;Month 1;0
11663;1054301;2023;Month 1;0
11664;1054368;2023;Month 1;0
11665;1054573;2020;Month 1;0
11666;1054710;2020;Month 1;0
11667;1054722;2023;Month 1;0
11668;1054735;2021;Month 1;0
11669;1054851;2022;Month 1;0
11670;1054964;2022;Month 1;0
11671;1055216;2022;Month 1;0
11672;1055493;2022;Month 1;0
11673;1055614;2023;Month 1;0
11674;1055711;2022;Month 1;0
11675;1055716;2022;Month 1;0
11676;1055731;2020;Month 1;0
11677;1055764;2022;Month 1;0
11678;1055782;2022;Month 1;0
11679;1055946;2022;Month 1;1
11680;1055999;2022;Month 1;0
11681;1056051;2023;Month 1;0
11682;1056059;2023;Month 1;0
11683;1056124;2023;Month 1;0
11684;1056323;2024;Month 1;0
11685;1056361;2022;Month 1;0
11686;1056409;2023;Month 1;0
11687;1056537;2024;Month 1;0
11688;1056553;2020;Month 1;0
11689;1056618;2024;Month 1;0
11690;1056728;2023;Month 1;0
11691;1056838;2022;Month 1;0
11692;1057073;2023;Month 1;0
11693;1057275;2022;Month 1;0
11694;1057290;2021;Month 1;0
11695;1057459;2021;Month 1;0
11696;1057678;2023;Month 1;0
11697;1057788;2023;Month 1;0
11698;1058082;2022;Month 1;0
11699;1058211;2023;Month 1;0
11700;1058392;2022;Month 1;0
11701;1058538;2020;Month 1;0
11702;1058825;2020;Month 1;0
11703;1058887;2022;Month 1;0
11704;1058940;2020;Month 1;0
11705;1059220;2022;Month 1;0
11706;1059271;2021;Month 1;0
11707;1059290;2022;Month 1;0
11708;1059404;2022;Month 1;0
11709;1059705;2021;Month 1;0
11710;1059837;2023;Month 1;0
11711;1059975;2021;Month 1;0
11712;1060310;2022;Month 1;0
11713;1060439;2022;Month 1;0
11714;1060525;2022;Month 1;0
11715;1060528;2020;Month 1;0
11716;1060574;2023;Month 1;0
11717;1060663;2024;Month 1;0
11718;1060999;2022;Month 1;0
11719;1061145;2020;Month 1;0
11720;1061287;2021;Month 1;0
11721;1061335;2023;Month 1;0
11722;1061845;2022;Month 1;0
11723;1061897;2021;Month 1;0
11724;1061903;2022;Month 1;0
11725;1062165;2024;Month 1;0
11726;1062216;2022;Month 1;0
11727;1062314;2020;Month 1;0
11728;1062398;2020;Month 1;0
11729;1062414;2022;Month 1;0
11730;1062424;2022;Month 1;0
11731;1062582;2022;Month 1;0
11732;1062750;2023;Month 1;0
11733;1063080;2023;Month 1;0
11734;1063223;2023;Month 1;0
11735;1063326;2022;Month 1;1
11736;1063567;2021;Month 1;0
11737;1063945;2023;Month 1;0
11738;1063948;2021;Month 1;0
11739;1064021;2023;Month 1;0
11740;1064032;2022;Month 1;0
11741;1064353;2022;Month 1;0
11742;1064373;2023;Month 1;0
11743;1064493;2023;Month 1;0
11744;1064507;2023;Month 1;0
11745;1064528;2022;Month 1;0
11746;1064532;2023;Month 1;0
11747;1064550;2022;Month 1;0
11748;1064736;2022;Month 1;0
11749;1064818;2022;Month 1;0
11750;1064852;2023;Month 1;0
11751;1064928;2022;Month 1;0
11752;1065082;2022;Month 1;0
11753;1065250;2021;Month 1;0
11754;1065485;2022;Month 1;0
11755;1065919;2022;Month 1;0
11756;1065976;2023;Month 1;0
11757;1065998;2021;Month 1;0
11758;1066105;2022;Month 1;0
11759;1066175;2021;Month 1;0
11760;1066352;2024;Month 1;0
11761;1066400;2023;Month 1;0
11762;1066735;2022;Month 1;0
11763;1066816;2021;Month 1;0
11764;1066876;2023;Month 1;0
11765;1066975;2021;Month 1;0
11766;1067133;2022;Month 1;0
11767;1067182;2022;Month 1;0
11768;1067345;2021;Month 1;0
11769;1068044;2020;Month 1;0
11770;1068066;2020;Month 1;0
11771;1068524;2023;Month 1;0
11772;1068575;2022;Month 1;0
11773;1068621;2022;Month 1;0
11774;1068681;2023;Month 1;0
11775;1068814;2022;Month 1;0
11776;1068949;2023;Month 1;0
11777;1069003;2022;Month 1;0
11778;1069205;2023;Month 1;0
11779;1069303;2022;Month 1;0
11780;1069531;2020;Month 1;0
11781;1069577;2023;Month 1;0
11782;1069583;2022;Month 1;0
11783;1069657;2022;Month 1;0
11784;1069798;2021;Month 1;0
11785;1069799;2024;Month 1;0
11786;1069914;2024;Month 1;0
11787;1070016;2021;Month 1;0
11788;1070025;2023;Month 1;0
11789;1070041;2020;Month 1;0
11790;1070051;2020;Month 1;0
11791;1070323;2023;Month 1;0
11792;1070324;2022;Month 1;0
11793;1070398;2020;Month 1;0
11794;1070532;2021;Month 1;0
11795;1070635;2022;Month 1;0
11796;1070789;2024;Month 1;0
11797;1070933;2023;Month 1;0
11798;1070964;2022;Month 1;0
11799;1071161;2021;Month 1;0
11800;1071729;2022;Month 1;0
11801;1071730;2022;Month 1;0
11802;1071925;2021;Month 1;0
11803;1072137;2021;Month 1;0
11804;1072219;2020;Month 1;0
11805;1072319;2022;Month 1;0
11806;1072473;2023;Month 1;0
11807;1072546;2023;Month 1;0
11808;1072563;2022;Month 1;0
11809;1072652;2021;Month 1;0
11810;1072704;2023;Month 1;0
11811;1072918;2021;Month 1;0
11812;1072955;2024;Month 1;0
11813;1072999;2020;Month 1;0
11814;1073014;2022;Month 1;0
11815;1073124;2023;Month 1;0
11816;1073181;2023;Month 1;0
11817;1073207;2022;Month 1;0
11818;1073341;2021;Month 1;0
11819;1073462;2022;Month 1;0
11820;1073820;2022;Month 1;0
11821;1074086;2023;Month 1;0
11822;1074435;2023;Month 1;0
11823;1074549;2021;Month 1;0
